testes_realizados,casos_positivos,testes_negativos,obitos,pac_recuperados,pessoas_vir_ativ,susp_aguard_result,pac_recuperados,vacin_1dose,vacin_2dose,total_vac,intern_covid
30.479,6.695,22.633,194,6.320,181,1.188,6.320,3.230,826,4.056,71
